stock,tick
Nuvoco Vistas Corporation Ltd,NUV
Nyssa Corporation Ltd,NYS
O P Chains Ltd,OPC
OK Play India Ltd,OKP
OTCO International Ltd,OTC
Oasis Securities Ltd,OASI
Oberoi Realty Ltd,OEBO
Objectone Information Systems Ltd,OON
Octal Credit Capital Ltd,OCTAL
Octavius Plantations Ltd,OCTA
Octaware Technologies Ltd,OCT
Odyssey Corporation Ltd,ODY
Odyssey Technologies Ltd,ODYS
Oil Country Tubular Ltd,OCTL
Oil India Ltd,OILI
Oil and Natural Gas Corporation Ltd,ONGC
Olatech Solutions Ltd,OLA
Olectra Greentech Ltd,OLEC
Olympia Industries Ltd,OLY
Olympic Cards Ltd,OLP
Olympic Oil Industries Ltd,OLYO
Om Infra Ltd,OMET
Omax Autos Ltd,OMXA
Omaxe Ltd,OMAX
Omega Interactive Technologies Ltd,OME
Omfurn India Ltd,OMFU
Omkar Pharmachem Ltd,OMKA
Omkar Speciality Chemicals Ltd,OMKS
Omni AX's Software Ltd,OMN
Omnipotent Industries Ltd,OMNIP
Omnitex Industries (India) Ltd,OMNI
On Door Concepts Ltd,OND
One 97 Communications Ltd,PAY
One Global Service Provider Ltd,OBR
One Point One Solutions Ltd,ONEP
Oneclick Logistics India Ltd,OLI
Onelife Capital Advisors Ltd,ONEL
Onesource Ideas Venture Ltd,OIV
Onmobile Global Ltd,ONMO
Ontic Finserve Ltd,ONT
Onward Technologies Ltd,OTEC
Opal Luxury Time Products Ltd,OLTP
Optiemus Infracom Ltd,OPTI
Optimus Finance Ltd,OPT
Oracle Financial Services Software Ltd,ORCL
Orbit Exports Ltd,ORBE
Orchasp Ltd,CYBE
Orchid Pharma Ltd,ORCD
Organic Coatings Ltd,ORG
Organic Recycling Systems Ltd,ORGA
Oriana Power Ltd,ORIA
Oricon Enterprises Ltd,OREN
Orient Bell Ltd,ORBL
Orient Beverages Ltd,ORIB
Orient Cement Ltd,ORCE
Orient Ceratech Ltd,ORNT
Orient Electric Ltd,ONTE
Orient Green Power Company Ltd,ORIN
Orient Paper and Industries Ltd,ORPP
Orient Press Ltd,ORPR
Orient Tradelink Ltd,ORI
Oriental Aromatics Ltd,OIEN
Oriental Carbon & Chemicals Ltd,ORCR
Oriental Hotels Ltd,ORHT
Oriental InfraTrust,OSEI
Oriental Rail Infrastructure Ltd,ORV
Oriental Trimex Ltd,ORTX
Orissa Bengal Carrier Ltd,OBC
Orissa Minerals Development Company Ltd,ORIS
Orosil Smiths India Ltd,ORO
Ortel Communications Ltd,ORTE
Ortin Laboratories Ltd,ORTN
Oscar Global Ltd,OSCA
Oseaspre Consultants Ltd,OSE
Osia Hyper Retail Ltd,OSIH
Osiajee Texfab Ltd,OSI
Oswal Agro Mills Ltd,OWAG
Oswal Greentech Ltd,OSGL
Oswal Overseas Ltd,OSW
Oswal Yarns Ltd,OSWA
Ovobel Foods Ltd,OVO
Owais Metal and Mineral Processing Ltd,OWA
Oxygenta Pharmaceutical Ltd,SSO
P B M Polytex Ltd,PBM
P H Capital Ltd,PHC
P M Telelinnks Ltd,PMT
P.E. Analytics Ltd,PROP
PB Fintech Ltd,POLI
PBA Infrastructure Ltd,PBAI
PC Jeweller Ltd,PCJE
PCBL Ltd,PHIL
PCS Technology Ltd,PCS
PDS Limited,PDSM
PG Electroplast Ltd,PGEL
PG Foils Ltd,PGF
PH Trading Ltd,PHT
PI Industries Ltd,PIIL
PIX Transmissions Ltd,PIX
PNB Housing Finance Ltd,PNBH
PNC Infratech Ltd,PNCI
PNGS Gargi Fashion Jewellery Ltd,GARGI
POCL Enterprises Ltd,POE
PPAP Automotive Ltd,PPAP
PREVEST DENPRO LTD,PREV
PSP Projects Ltd,PSPP
PTC India Financial Services Ltd,PTCN
PTC India Ltd,PTCI
PTC Industries Ltd,PTC
PTL Enterprises Ltd,PTLE
PVP Ventures Ltd,PVPV
PVR INOX Ltd,PVRL
PVV Infra Ltd,PVV
Pace E-Commerce Ventures Ltd,PACE
Pacific Industries Ltd,PACI
Padam Cotton Yarns Ltd,PADA
Padmalaya Telefilms Ltd,PADM
Padmanabh Alloys and Polymers Ltd,PAD
Padmanabh Industries Ltd,PADMA
Pagaria Energy Ltd,WOME
Page Industries Ltd,PAGE
Paisalo Digital Ltd,PISA
Pakka Limited,YASHP
Palash Securities Ltd,PAAS
Palco Metals Ltd,PALC
Palm Jewels Limited,PAL
Palred Technologies Ltd,PALR
Pan Electronics (India) Ltd,PANE
Pan India Corp Ltd,PAIN
Panabyte Technologies Ltd,PANAC
Panacea Biotec Ltd,PNCA
Panache Digilife Ltd,PNAC
Panafic Industrials Ltd,PANA
Panama Petrochem Ltd,PAPT
Panasonic Carbon India Co Ltd,PCIL
Panasonic Energy India Co Ltd,LAKHN
Panchmahal Steel Ltd,PANCH
Panchsheel Organics Ltd,PANC
Panjon Ltd,PANJ
Pankaj Piyush Trade and Investment Ltd,PANK
Pankaj Polymers Ltd,PANKA
Panorama Studios International Ltd,PAN
Pansari Developers Ltd,PANR
Panth Infinity Ltd,PANT
Panyam Cements And Mineral Industrties Ltd,PANY
Paos Industries Ltd,PAO
Par Drugs and Chemicals Ltd,PARR
Parabolic Drugs Ltd,PARB
Paradeep Phosphates Ltd,PARAD
Parag Milk Foods Ltd,PAMF
Paragon Finance Ltd,PARAG
Paragon Fine & Speciality Chemical Ltd,PARAO
Paramount Communications Ltd,PCML
Paramount Cosmetics (India) Ltd,PARMC
Paras Defence and Space Technologies Ltd,PARAS
Paras Petrofils Ltd,PARP
Parin Furniture Ltd,PARU
Parker Agro Chem Exports Ltd,PARK
Parle Industries Ltd,PARL
Parmax Pharma Ltd,PARMA
Parmeshwari Silk Mills Ltd,PARM
Parnav Sports Academy Ltd,PSA
Parnax Lab Ltd,PARN
Parshva Enterprises Ltd,PAR
Parshwanath Corp Ltd,PARS
Parsvnath Developers Ltd,PARV
Party Cruisers Ltd,PARTY
Parvati Sweetners and Power Ltd,PARVA
Pasari Spinning Mills Ltd,PASA
Pashupati Cotspin Ltd,PASH
Pasupati Acrylon Ltd,PASUP
Pasupati Spinning and Weaving Mills Ltd,PASU
Patanjali Foods Ltd,RCSY
Patdiam Jewellery Ltd,PJL
Patel Engineering Ltd,PENG
Patel Integrated Logistics Ltd,PATL
Patels Airtemp (India) Ltd,PATE
Patidar Buildcon Ltd,PAT
Patron Exim Ltd,PATR
Patspin India Ltd,PATS
Pattech Fitwell Tube Components Ltd,PATT
Paul Merchants Ltd,PML
Paushak Ltd,PAU
Pavna Industries Ltd,PAV
Pearl Global Industries Ltd,PGIL
Pearl Green Clubs and Resorts Ltd,PGC
Pearl Polymers Ltd,PRLP
Pecos Hotels and Pubs Ltd,PEC
Pee Cee Cosma Sope Ltd,PCC
Peeti Securities Ltd,PEE
Peninsula Land Ltd,PENL
Pennar Industries Ltd,PENN
Penta Gold Ltd,PENA
Pentagon Rubber Ltd,PENTA
Pentokey Organy (India) Ltd,PNT
People's Investment Ltd,PEO
Perfect Infraengineers Ltd,PERE
Perfect-Octave Media Projects Ltd,OCTAV
Perfectpac Ltd,PER
Peria Karamalai Tea and Produce Company Ltd,PERI
Permanent Magnets Ltd,PERM
Persistent Systems Ltd,PERS
Pervasive Commodities Ltd,PERV
Pet Plastics Ltd,PET
Petronet LNG Ltd,PLNG
Pfizer Ltd,PFIZ
Phaarmasia Ltd,PHR
Phantom Digital Effects Ltd,PHAN
Pharmaids Pharmaceuticals Ltd,PHA
Phoenix International Ltd,PHOEN
Phoenix Mills Ltd,PHOE
Phoenix Township Ltd,PHO
Phosphate Company Ltd,PHOS
Photon Capital Advisors Ltd,PHOTO
Photoquip India Ltd,PHOT
Phyto Chem (India) Ltd,PHY
Piccadily Agro Industries Ltd,PICC
Piccadily Sugar and Allied Industries Ltd,PICCA
Picturehouse Media Ltd,PIC
Pidilite Industries Ltd,PIDI
Pil Italica Lifestyle Ltd,PILI
Pilani Investment And Industries Corporation Ltd,PILN
Pioneer Agro Extracts Ltd,PIO
Pioneer Embroideries Ltd,PIOE
Pioneer Investcorp Ltd,PIONR
Piramal Enterprises Ltd,PIRA
Piramal Pharma Ltd,PPL
Pitti Engineering Ltd,PITE
Plada Infotech Services Ltd,PLAD
Plastiblends India Ltd,PLST
Platinum Industries Ltd,PLAT
PlatinumOne Business Services Ltd,POB
Plaza Wires Ltd,PLA
Pmc Fincorp Ltd,PMC
Pnb Gilts Ltd,PNBG
Poddar Housing and Development Ltd,PODD
Poddar Pigments Ltd,PODR
Pokarna Ltd,POKR
Polo Hotels Ltd,POLO
Polo Queen Industrial and Fintech Ltd,PQI
Polson Ltd,POLS
Poly Medicure Ltd,PLMD
Polycab India Ltd,POLC
Polychem Ltd,POLYE
Polycon International Ltd,POLYC
Polylink Polymers (India) Ltd,POLY
Polymac Thermoformers Ltd,POL
Polymechplast Machines Ltd,POLYH
Polyplex Corp Ltd,PLYP
Polysil Irrigation Systems Ltd,POLYI
Polyspin Exports Ltd,POLYS
Polytex India Ltd,POLYT
Pondy Oxides and Chemicals Ltd,PON
Ponni Sugars (Erode) Ltd,PONS
Poojawestern Metaliks Ltd,POO
Poona Dal and Oil Industries Ltd,POON
Poonawalla Fincorp Ltd,MAGM
Popees Cares Ltd,ARSW
Popular Estate Management Ltd,POP
Popular Vehicles and Services Ltd,PVS
Porwal Auto Components Ltd,POR
Power Finance Corporation Ltd,PWFC
Power Grid Corporation of India Ltd,PGRD
Power Mech Projects Ltd,POMP
Power and Instrumentation (Gujarat) Ltd,POER
Powerful Technologies Ltd,PROW
Powergrid Infrastructure Investment Trust,PGIN
Prabhat Dairy Ltd,PRDA
Prabhhans Industries Ltd,SEAG
Prabhu Steel Industries Ltd,ZPR
Pradeep Metals Ltd,PRADP
Pradhin Ltd,PRADH
Pradip Overseas Ltd,PRAD
Prag Bosimi Synthetics Ltd,PRAG
Praj Industries Ltd,PRAJ
Prajay Engineers Syndicate Ltd,PRJE
Prakash Industries Ltd,PRKI
Prakash Pipes Ltd,PRAS
Prakash Steelage Ltd,PRAA
Prakash Woollen & Synthetic Mills Ltd,PWA
Pramara Promotions Ltd,PRAM
Prashant India Ltd,PRS
Prataap Snacks Ltd,PRAT
Pratham EPC Projects Ltd,PRATH
Pratiksha Chemicals Ltd,PRATI
Praveg Ltd,PRAV
Praxis Home Retail Ltd,PRAX
Precision Camshafts Ltd,PRCM
Precision Electronics Ltd,PRECS
Precision Metaliks Ltd,PRECO
Precision Wires India Ltd,PRWR
Precot Ltd,PREC
Premco Global Ltd,PREM
Premier Capital Services Ltd,PREMA
Premier Explosives Ltd,PRMR
Premier Ltd,PRMI
Premier Polyfilm Ltd,PRPF
Premier Synthetics Ltd,PREMS
Prerna Infrabuild Ltd,PRE
Presstonic Engineering Ltd,PREST
Pressure Sensitive Systems (India) Ltd,PRESS
Prestige Estates Projects Ltd,PREG
Pricol Ltd,PRCO
Prima Agro Ltd,PRIMG
Prima Industries Ltd,PRIMA
Prima Plastics Ltd,PRIMP
Prime Capital Market Ltd,PRIM
Prime Focus Ltd,PRFO
Prime Fresh Ltd,PRI
Prime Industries Ltd,PRIMI
Prime Property Development Corp Ltd,PRIME
Prime Securities Ltd,PRME
Prime Urban Development India Ltd,PRIMU
Primo Chemicals Ltd,PUNAL
Prince Pipes and Fittings Ltd,PRCE
Prism Finance Ltd,PRISF
Prism Johnson Ltd,PRIS
Prism Medico and Pharmacy Ltd,PRISE
Prismx Global Ventures Ltd,PRISM
Prithvi Exchange (India) Ltd,PRITH
Priti International Ltd,PRNI
Pritika Auto Industries Ltd,PRIT
Pritika Engineering Components Ltd,PRITI
Pritish Nandy Communications Ltd,PNCL
Privi Speciality Chemicals Ltd,FAIC
Priya Ltd,PRIY
Pro Clb Global Ltd,PRO
Pro Fin Capital Services Ltd,PROF
Procter & Gamble Health Ltd,PROR
Procter & Gamble Hygiene and Health Care Ltd,PROC
Prolife Industries Ltd,PROI
Promact Impex Ltd,PROM
Promax Power Ltd,PROMA
Prospect Commodities Ltd,PCL
Protean eGov Technologies Ltd,PROT
Proventus Agrocom Ltd,PROO
Prozone Realty Ltd,PROZ
Prudent Corporate Advisory Services Ltd,PRU
Prudential Sugar Corp Ltd,PRUD
Pudumjee Paper Products Ltd,PUDJ
Pulsar International Ltd,PUL
Pulz Electronics Ltd,PULZ
Punctual Trading Ltd,PUNC
Pune E - Stock Broking Ltd,PES
Punjab & Sind Bank,PUNA
Punjab Chemicals and Crop Protection Ltd,PCHM
Punjab Communications Ltd,PUN
Punjab National Bank,PNBK
Puravankara Ltd,PURA
Purity Flexpack Ltd,PURI
Purohit Construction Ltd,PURO
Purple Entertainment Ltd,PUR
Purshottam Investofin Ltd,PURS
Purv Flexipack Ltd,PURV
Pushpanjali Realms and Infratech Ltd,PUSP
Pyramid Technoplast Ltd,PYR
Pyxis Finvest Ltd,PYX
QMS Medical Allied Services Ltd,QMS
Qgo Finance Ltd,QGO
Quadpro Ites Ltd,QUADP
Quadrant Televentures Ltd,QUAD
Qualitek Labs Ltd,QLL
Quality Foils (India) Ltd,QFI
Quality RO Industries Ltd,QRI
Quantum Build-Tech Ltd,QUANT
Quantum Digital Vision (India) Ltd,QUAND
Quantum Gold Fund,QTGF
Quantum Nifty 50 ETF,QUAN
Quasar India Ltd,QUA
Quess Corp Ltd,QUEC
Quest Capital Markets Ltd,BNK
Quest Softech (India) Ltd Partly Paidup,QUES
Quest Softech (India) Ltd,QUE
Quick Heal Technologies Ltd,QUIC
Quicktouch Technologies Ltd,QUI
Quint Digital Ltd,GML
Quintegra Solutions Ltd,QUIN
R & B Denims Ltd,RNB
R J Shah and Company Ltd,RJS
R K Swamy Ltd,RKS
R R Financial Consultants Ltd,RRF
R R Kabel Ltd,RRK
R R Securities Ltd,RRS
R S Software (India) Ltd,RSSI
R Systems International Ltd,RSYS
RACL Geartech Ltd,RACL
RAP Media Ltd,RAP
RBL Bank Ltd,RATB
RBM Infracon Ltd,RBM
RBZ Jewellers Ltd,RBZ
RCI Industries & Technologies Ltd,RCI
RDB Rasayans Ltd,RDB
RDB Realty & Infrastructure Ltd,RDBR
REC Limited,RECM
RGF Capital Markets Ltd,RGF
RHI Magnesita India Ltd,ORRE
RICHA INFO SYSTEMS LIMITED,RICHA
RIR Power Electronics Ltd,RIR
RITES Ltd,RITS
RKEC Projects Ltd,RKEC
RLF Ltd,RLR
RM Drip & Sprinklers Systems Ltd,RMDR
RMC Switchgears Ltd,RMC
RO Jewels Ltd,ROJ
RPG Life Sciences Limited,RPGL
RPP Infra Projects Ltd,RPPI
RPSG Ventures Ltd,CESV
RR Metalmakers India Ltd,RRM
RRIL Ltd,RRI
RSC International Ltd,RSC
RSD Finance Ltd,RSD
RSWM Ltd,RSWM
RTCL Ltd,RAG
Raaj Medisafe India Ltd,RAA
Raama Paper Mills Ltd,RAMAP
Race Eco Chain Ltd,ANI
Rachana Infrastructure Ltd,RIL
Raconteur Global Resources Ltd,GFI
Radaan Media Works India Ltd,RMIL
Radha Madhav Corp Ltd,RMCP
Radhagobind Commercial Ltd,RCL
Radhe Developers (India) Ltd,RADHE
Radhika Jeweltech Ltd,RAD
Radiant Cash Management Services Ltd,RADIA
Radico Khaitan Ltd,RADC
Radiowalla Network Ltd,RADIO
Radix Industries (India) Ltd,RADI
Raghav Productivity Enhancers Ltd,RPE
Raghunath International Ltd,RAGH
Raghuvansh Agrofarms Ltd,RAF
Raghuvir Synthetics Ltd,RAGHU
Rahul Merchandising Ltd,RAH
Raideep Industries Ltd,RAIDE
Rail Vikas Nigam Ltd,RAIV
Railtel Corporation of India Ltd,RAIL
Rain Industries Ltd,RAID
Rainbow Children's Medicare Ltd,RAINB
Rainbow Foundations Ltd,RAIN
Raj Oil Mills Ltd,RAJS
Raj Packaging Industries Ltd,RAJPA
Raj Rayon Industries Ltd,RRAY
Raj Television Network Ltd,RATV
Raja Bahadur International Ltd,RAJA
Rajapalayam Mills Ltd,RAJPL
Rajasthan Cylinders and Containers Ltd,RCC
Rajasthan Petro Synthetics Ltd,RJPT
Rajasthan Tube Manufacturing Co Ltd,RAJT
Rajath Finance Ltd,RAJAT
Rajdarshan Industries Ltd,RAJD
Rajesh Exports Ltd,REXP
Rajeshwari Cans Ltd,RCA
Rajeswari Infrastructure Ltd,RAJI
Rajgor Castor Derivatives Ltd,RCD
Rajkamal Synthetics Ltd,RAJKS
Rajkot Investment Trust Ltd,RAJK
Rajnandini Metal Ltd,RADN
Rajnish Retail Ltd,SHEET
Rajnish Wellness Ltd,RAJ
Rajoo Engineers Ltd,RAJO
Rajputana Investment & Finance Ltd,RAJP
Rajratan Global Wire Ltd,RAJR
Rajshree Polypack Ltd,RAJH
Rajshree Sugars & Chemicals Ltd,RJSG
Rajvi Logitrade Ltd,SURYK
Rajvir Industries Ltd,RAJV
Rallis India Ltd,RALL
Ram Ratna Wires Ltd,RAMR
Rama Phosphates Ltd,RAMAH
Rama Steel Tubes Ltd,RAMA
Rama Vision Ltd,RAMAV
Ramasigns Industries Ltd,RAMAS
Ramchandra Leasing and Finance Ltd,RLF
Ramco Cements Limited,TRCE
Ramco Industries Ltd,RAMC
Ramco Systems Ltd,RMCS
Ramdevbaba Solvent Ltd,RBS
Ramgopal Polytex Ltd,RAMG
Raminfo Ltd,RAMI
Ramkrishna Forgings Ltd,RKFO
Ramky Infrastructure Ltd,RAMK
Ramsons Projects Ltd,RAM
Rana Sugars Ltd,RNSG
Rander Corp Ltd,RAND
Rane (Madras) Ltd,RAMD
Rane Brake Linings Ltd,RABL
Rane Engine Valve Ltd,RAEV
Rane Holdings Ltd,RANE
Ranjeet Mechatronics Ltd,RAN
Rapicut Carbides Ltd,RAPIC
Ras Resorts and Apart Hotels Ltd,RASR
Rasandik Engineering Industries India Ltd,RASA
Rashi Peripherals Ltd,RPT
Rashtriya Chemicals and Fertilizers Ltd,RSTC
Rasi Electrodes Ltd,RAS
Rategain Travel Technologies Ltd,RATE
Rathi Bars Ltd,RATH
Rathi Steel and Power Ltd,RATHS
Ratnabhumi Developers Ltd,RAT
Ratnamani Metals and Tubes Ltd,RMT
Ratnaveer Precision Engineering Ltd,RATNA
RattanIndia Power Ltd,RTNP
Rattanindia Enterprises Ltd,RTNI
Ravalgaon Sugar Farm Ltd,RAV
Ravi Kumar Distilleries Ltd,RAVK
Ravileela Granites Ltd,RAL
Ravinder Heights Ltd,RVH
Ravindra Energy Ltd,RELT
Raw Edge Industrial Solutions Ltd,RAW
Raymond Ltd,RYMD
Real Eco Energy Ltd,REA
Real Touch Finance Ltd,RTF
RedTape,REDT
Redington Ltd,REDI
Reetech International Cargo and Courier Ltd,REE
Refex Industries Ltd,REFE
Refex Renewables & Infrastructure Ltd,SUNE
Regency Ceramics Ltd,REGC
Regency Fincorp Ltd,REG
Regency Trust Ltd,REGT
Regent Enterprises Ltd,REGE
Regis Industries Ltd,BHART
Relaxo Footwears Ltd,RLXO
Reliable Data Services Ltd,RLIB
Reliable Ventures India Ltd,RELIA
Reliance Chemotex Industries Ltd,RELC
Reliance Communications Ltd,RLCM
Reliance Home Finance Ltd,RLIC
Reliance Industrial Infrastructure Ltd,REII
Reliance Industries Ltd,RELI
Reliance Infrastructure Ltd,RLIN
Reliance Naval and Engineering Ltd,RELV
Reliance Power Ltd,RPOL
Relic Technologies Ltd,RELIT
Relicab Cable Manufacturing Ltd,RELIC
Religare Enterprises Ltd,RELG
Remedium Lifecare Ltd,ROX
Remi Edelstahl Tubulars Ltd,REMID
Remsons Industries Ltd,REIN
Remus Pharmaceuticals Ltd,REMU
Renaissance Global Ltd,RENA
Repco Home Finance Ltd,RHFL
Repro India Ltd,RPRO
ResGen Ltd,RESG
Resonance Specialties Ltd,RESO
Response Informatics Ltd,RES
Responsive Industries Ltd,RSPO
Restaurant Brands Asia Ltd,BUR
Restile Ceramics Ltd,REST
Retina Paints Ltd,RETI
Retro Green Revolution Ltd,RGR
Revati Organics Ltd,REV
Rex Pipes and Cables Industries Ltd,REXPI
Rex Sealing & Packing Industries Ltd,REXS
Rexnord Electronics and Controls Ltd,REX
Rhetan TMT Ltd,RHE
Riba Textiles Ltd,RIB
Richfield Financial Services Ltd,RFS
Rico Auto Industries Ltd,RAUT
Riddhi Corporate Services Ltd,RIDD
Riddhi Siddhi Gluco Biols Ltd,RIDDH
Riddhi Steel and Tube Ltd,RST
Ridhi Synthetics Ltd,RIDH
Risa International Ltd,RISA
Rishabh Digha Steel and Allied Products Ltd,RIS
Rishabh Instruments Ltd,RISHA
Rishi Laser Ltd,RISH
Rishi Techtex Ltd,RISHP
Rishiroop Ltd,RISHI
Rita Finance and Leasing Ltd,RFLL
Ritco Logistics Ltd,RITC
Rite Zone Chemcon India Ltd,RITEZ
Ritesh International Ltd,RITE
Rithwik Facility Management Services Ltd,RIT
Robust Hotels Ltd,RHL
Rockingdeals Circular Economy Ltd,ROCK
Rodium Realty Ltd,ROD
Rolcon Engineering Company Ltd,ROL
Rolex Rings Ltd,ROLE
Rollatainers Ltd,RLTN
Rolta India Ltd,ROLT
Roni Households Ltd,RON
Roopa Industries Ltd,ROOP
Roopshri Resorts Ltd,ROO
Rose Merc Ltd,ROS
Roselabs Finance Ltd,ROSE
Rossari Biotech Ltd,ROSB
Rossell India Ltd,ROSS
Roto Pumps Ltd,ROT
Route Mobile Ltd,ROUT
Rox Hi-Tech Ltd,ROXH
Royal Cushion Vinyl Products Ltd,ROYA
Royal India Corporation Ltd,ROY
Royal Orchid Hotels Ltd,ROYL
Royal Sense Ltd,ROYAL
Royale Manor Hotels and Industries Ltd,RAYA
Rts Power Corporation Ltd,RTS
Rubfila International Ltd,RUBF
Ruchi Infrastructure Ltd,RUCH
Ruchira Papers Ltd,RCHR
Rudra Ecovation Ltd,HIMF
Rudra Gas Enterprise Ltd,RUDR
Rudra Global Infra Products Ltd,RUD
Rudrabhishek Enterprises Ltd,RURD
Rungta Irrigation Ltd,RUNG
Rupa & Company Ltd,RUCL
Rushil Decor Ltd,RUSH
S & S Power Switchgear Ltd,SSPW
S & T Corporation Ltd,STC
S Chand and Company Ltd,SCHA
S G N Telecoms Ltd,SGN
S H Kelkar and Company Ltd,SHKE
S J Logistics (India) Ltd,SJL
S K S Textiles Ltd,SKST
S M Gold Ltd,SMG
S P Capital Financing Ltd,SPC
S R G Securities Finance Ltd,SRG
S R Industries Ltd,SRIND
S V Global Mill Ltd,SVG
S V J Enterprises Ltd,SVJ
S V Trading and Agencies Ltd,ZSVT
S.P.Apparels Ltd,SPAP
SAB Industries Ltd,SAB
SAH Polymers Ltd,SSH
SAL Steel Ltd,SALS
SAR Televenture Ltd,SARTE
SBC Exports Ltd,SBC
SBEC Sugar Ltd,SBE
SBEC Systems (India) Ltd,SBEC
SBFC Finance Ltd,SBFC
SBI Cards and Payment Services Ltd,SBIC
SBI Gold ETF,SBIG
SBI Life Insurance Company Ltd,SBIL
SBI Nifty 10 yr Benchmark G-Sec ETF,SBGT
SBI Nifty 1D Rate ETF,LIQU
SBI Nifty 200 Quality 30 ETF,SIET
SBI Nifty 50 ETF,SBFP
SBI Nifty Bank ETF,SBIF
SBI Nifty Consumption ETF,SBIEF
SBI Nifty IT ETF,SBIET
SBI Nifty Next 50 ETF,SBIN
SBI Nifty Private Bank ETF,SBIE
SBI S&P BSE 100 ETF,SETF
SBI S&P BSE Sensex ETF,SBIS
SBI S&P BSE Sensex Next 50 ETF,SET
SBL Infratech Ltd,SBLI
SC Agrotech Ltd,SCAG
SDC Techmedia Ltd,SDC
SEPC Ltd,SHRI
SG Finserve Ltd,MOO
SG Mart Ltd,KRL
SI Capital & Financial Services Ltd,SICAP
SIS Ltd,SECR
SJS Enterprises Ltd,SJS
SJVN Ltd,SJVN
SK International Export Ltd,SKI
SKF India Ltd,SKFB
SKM Egg Products Export India Ltd,SKME
SKP Bearing Industries Ltd,SKS
SKP Securities Ltd,SKPS
SM Auto Stamping Ltd,SMA
SMC Credits Ltd,SMCR
SMC Global Securities Ltd,SMC
SMIFS Capital Markets Ltd,SMI
SML Isuzu Ltd,SMLI
SMS Lifesciences India Ltd,SMSL
SMS Pharmaceuticals Ltd,SMSP
SMVD Poly Pack Ltd,SMVD
SNL Bearings Ltd,SNL
SOFCOM Systems Ltd,SOFC
SP Refractories Ltd,SPRL
SPA Capital Advisors Limited,SPACA
SPEL Semiconductor Ltd,SPICL
SPL Industries Ltd,SPND
SPML Infra Ltd,SPML
SPS Finquest Ltd,SPS
SPV Global Trading Ltd,SPV
SRF Ltd,SRFL
SRG Housing Finance Ltd,SRGH
SRM Contractors Ltd,SRR
SRM Energy Ltd,SRME
SRU Steels Ltd,SRU
SS Infrastructure Development Consultants Ltd,SSFR
SSPDL Ltd,SSPD
SSPN Finance Ltd,SSP
STEL Holdings Ltd,STEL
STL Global Ltd,STLG
SVA India Ltd,SVAI
SVC Industries Ltd,ATV
SVP Global Textiles Ltd,SVPG
SVS Ventures Ltd,SVS
SW Investments Ltd,SW
Saakshi Medtech and Panels Ltd,SAAK
Sab Events & Governance Now Media Ltd,SABV
Sabar Flex India Ltd,SABA
Saboo Sodium Chloro Ltd,SABO
Sabrimala Industries India Ltd,SII
Sacheta Metals Ltd,SAC
Sadbhav Engineering Ltd,SADE
Sadbhav Infrastructure Projects Ltd,SADB
Sadhana Nitro Chem Ltd,SADH
Sadhav Shipping Ltd,SADHA
Sadhna Broadcast Ltd,SAD
Safa Systems & Technologies Ltd,SST
Safari Industries (India) Ltd,SAFA
Saffron Industries Ltd,SAF
Sagar Cements Ltd,SGRC
Sagar Diamonds Ltd,SAG
Sagar Soya Products Ltd,SAGR
Sagar Systech Ltd,SAGAS
Sagardeep Alloys Ltd,SAGP
Sagarsoft (India) Ltd,SAGA
Sahaj Fashions Ltd,SAHAJ
Sahana System Ltd,SAHAN
Sahara Housingfina Corporation Ltd,SAHA
Sahara Maritime Ltd,SMARI
Sahyadri Industries Ltd,SAH
Sai Capital Ltd,SAIC
Sai Silks (Kalamandir) Ltd,KALAM
Saianand Commercial Ltd,SAICO
Sailani Tours N Travel Limited,SAILA
Sainik Finance & Industries Ltd,SAINI
Saint-Gobain Sekurit India Ltd,SAINT
Sakar Healthcare Ltd,SAKA
Saksoft Ltd,SAKS
Sakthi Finance Ltd,SKFN
Sakthi Sugars Ltd,SKSG
Sakuma Exports Ltd,SAKE
Sal Automotive Ltd,SALAU
Salasar Exteriors and Contour Ltd,SALR
Salasar Techno Engineering Ltd,SALA
Salem Erode Investments Ltd,SALE
Salona Cotspin Ltd,SALO
Salora International Ltd,SALI
Salzer Electronics Ltd,SALZ
Sam Industries Ltd,SAM
Sambandam Spinning Mills Ltd,SAMB
Sambhaav Media Ltd,SMBH
Sameera Agro and Infra Ltd,SAIF
Samhi Hotels Ltd,SAMH
Samkrg Pistons and Rings Ltd,SAMK
Samor Reality Ltd,SAMO
Sampann Utpadan India Ltd,SEPW
Sampre Nutritions Ltd,SAMP
Samrat Forgings Ltd,SAMRA
Samrat Pharmachem Ltd,SAMR
Samsrita Labs Ltd,DRH
Samtex Fashions Ltd,SAMT
Samvardhana Motherson International Ltd,MOSS
Samyak International Ltd,SAMY
Sanathnagar Enterprises Ltd,BAK
Sanblue Corporation Ltd,SANB
Sanchay Finvest Ltd,SANC
Sanco Industries Ltd,SANR
Sanco Trans Ltd,SANCT
Sancode Technologies Ltd,SANCO
Sandesh Ltd,SNDH
Sandhar Technologies Ltd,SNTL
Sandu Pharmaceuticals Ltd,SAND
Sandur Manganese and Iron Ores Ltd,SANDU
Sangal Papers Ltd,SANP
Sangam (India) Ltd,SANG
Sangam Finserv Ltd,SUC
Sangani Hospitals Ltd,SANGA
Sanghi Industries Ltd,SNGI
Sanghvi Brands Ltd,SBR
Sanghvi Forging and Engineering Ltd,SANH
